label,text
positive,"@USAirways awesome! And yes, @UpInAirClaire is!"
negative,@USAirways I just want to find my bag so I won't have to go through the hassle of trying to claim what was in my suitcase #usairwaysfail
negative,"@USAirways Literally all that says is ""Case open""  What good is that to me?"
positive,@USAirways Melinda in reservations in greensboro nc is an absolute jewel thank her for me she's amazing!!!
negative,"@USAirways the two women workng PHL bag check term C @ 11:30 ET should be fired for being rude, pushy and treating customers with disrespect"
positive,@USAirways Best GAgent in a long time - Danny B. for US628 DFW-CLT. Appreciated how up to date he kept us during irrops. Super professional!
positive,"@USAirways 
Good news, we got fixed."
negative,@sarahpompei don't bother wasting your time!  @USAirways will send u a form letter &amp; let u choose a gift certificate. #worstcustomerservice
negative,@USAirways and now that flight pushed back to 2:35pm departure.
negative,@USAirways horrible experience to key west lost luggage called to check &amp; was told not to call back reconsidering my flight back
positive,@USAirways thank you!
negative,"@USAirways I needed to be at my destination by lunchtime today. No one could get us on a flight, but I've since learned @Delta had one!"
neutral,"@USAirways Yes, I get that. I’m asking: Specifically, what will you do with the feedback I’ve given you?"
negative,@USAirways delayed I'm charlotte big surprise
negative,"@USAirways Cancelled Flightled flight, 50 person line and one agent helping to rebook. You could've handed this one better. http://t.co/By3vDioSUA"
negative,@AndrewFallis same here! On hold for an hour &amp; then told @USAirways has done all it is willing to- which was apologize. #stillnotonmyflight
positive,@USAirways Thank you
neutral,@USAirways can I book using some sort of breavement program? I need to get home for my pops funeral
neutral,@USAirways Thank you. But I don’t understand. What will you do with my feedback?
negative,"@USAirways has no idea what customer service means.  As the customer, if you mess up my plans, don't treat me like its no big deal!"
negative,@USAirways Still on hold. 1 hour and 45 minutes and counting. Platinum? Who cares? Problems checking in? Who cares?
negative,@USAirways how about a little help for the two gate agents trying to rebook flight 1707?
negative,@USAirways I respect the stress of a merger but one rep to reschedule/replane 15 ppl who are already Late Flight? #youcandobetter
negative,"@USAirways now I am on flight to FLL, and told to take a train back to PBI to get my car. There are no trains to PBI!"
negative,"@USAirways Handled on the phone. Unfortunately it wiped out an entire trip, which is why I'm so displeased."
neutral,"@USAirways 5223 out of Gainesville, FL"
neutral,@USAirways Thank you for valuing my feedback. What will you do with it?
negative,@USAirways the flights weren't from this morning... It was 4 flights 2 on Thursday and 2 on Monday which turned into Tuesday
negative,@USAirways I spoke with a customer service rep who was rude and curt and transferred me to eternal hold. Sad. #badservice #mergerdisaster
neutral,@USAirways Done
neutral,@USAirways made it.. Never ran so fast in my life
negative,@USAirways I've been standing on a very crowded bus for the past 30 mins for DCA-PIT. HELP! @AmericanAir http://t.co/jasKYPLWt5
negative,"@USAirways Thanks, but you can't. My flight was Cancelled Flightled for ""maintenance"" reasons, and the next available flight was too Late Flight for me."
negative,"@USAirways yes, I was rebooked the next day (Weds). Thanks. Just upset that I lost 2 additional work days AND paid for my own hotel. #losing"
neutral,@USAirways call Gate D9 in CLT and get me on this flight
negative,"@USAirways 835, fix this ASAP"
negative,"@USAirways No. Just felt that you could do better in making the emails feel a little less of “We don’t care. We’re automated."""
negative,"@USAirways @AmericanAir , you Cancelled Flightled my flight back during the holidays and gave me a refund of $8.51/ticket from PHL to EWR, really?!"
negative,@USAirways I'm logged into a Flight Booking Problems. I need to add API before travelling to the states but I cannot see where to do it
positive,@USAirways thanks for helping with #reFlight Booking Problems #Cancelled Flightedflight Yvonne Anthony.  You will help us get to Tel Aviv on time.  #HappyFriday
negative,@USAirways now the plane is 100 degrees and we are burning up. This is completely illegal.
negative,@USAirways are you fucking kidding me??? http://t.co/qjLzrYWFj2
negative,@USAirways now siting on Tarmac in philly for another 15 minutes. This is so lame. Sorry doesn't help. This is terrible.
negative,@USAirways it would be nice to just pull up to the gate. Still sitting here
negative,@usairways app is the worst one for airlines. Can't do anything once your original flight time has gone by. Useless.
negative,.@USAirways You'll be receiving a long &amp; detailed complaint letter soon. Long story short: never flying USAir again.
negative,"@Usairways thanks for making miss connection, getting rebooked, missing that too, and a miserable day. Started my day @ 4:30am for nothing!"
negative,"@Usairways need to learn operations. Sit a plane overnight at #gsp, and not realize there's a mech problem. Then delay flight 3 1/2 hours!"
negative,@USAirways why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate
negative,@USAirways He overflowed over the armrest and under with legs sprawled. You should refund me I had no Choice. #Grossedout
positive,@USAirways I appreciate your prompt response.
negative,@USAirways nothing was available. Male flight crew was not nice/dismissive. Big guy was standby and probably didn't even pay for Choice
negative,@USAirways well we should have been told that before we were sitting on the plane for an hour to have the option of not getting on.
negative,@USAirways I did not want to hang out on your plane all day when I am traveling to get work done and turn right back around. Unacceptable
negative,@USAirways doesn't seem likely bc your team failed to scan my bag in LAX and you recycle bagtag numbers that doesn't help #usairwaysfail
negative,@USAirways this is a complete waste of my day. A trip to my for work has now turned into sitting on your planes all day. Ridiculous
negative,@USAirways we should have been given the option to get off the plane not sit on it for a time longer than our actually flight.
neutral,@USAirways of course weather was a joke 43 beats 5 degrees in PHL! ⛄️☀️
negative,@USAirways  nothing was available. Male flight crew was not nice/dismissive. Big guy was standby and probably didn't even pay.
positive,@USAirways Thks US #1786 2/19 PHL to FLL. Overall 1st class has improved with more food now on PHL to FLL and most crews are super.
negative,@USAirways I want to not sit on a plane from DCA to LGA for an hour and a half which is longer than my flight.
negative,@USAirways this is so unacceptable. I'm going for the day. Now most of my day will be sitting on your plane. Not to mention there is no air
negative,@USAirways ordered a Scotch &amp; water and F/A asked if I wanted full glass or half? 60 yrs old and first time ever asked that????
negative,"@USAirways yeah, the mark was like a mile back. Also we're an hour Late Flight. So thanks a ton for the great service today."
negative,@USAirways we got 1 drink then F/A sat in jump seat doing crosswords. Glasses picked up at landing. Just a very lazy service 4 First class.
negative,"@USAirways Paid for a Choice Seat my Choice is to NOT have big man next to me in my seat, too. #oldseatnocushion #worstflight #nohelponboard"
negative,@USAirways First class no snack basket was catered so drinks only No preflight drink or coathanging 1st drink service 50 min after take off
negative,"@USAirways you told us last night that there was a ground stop at O'Hare FOUR HOURS AFTER Obama landed, stop blaming someone else"
